student_id,academic_year,year_level,faculty,study_mode,entry_pathway,gender,residency_status,age,family_income_band,parental_education,scholarship_type,employment_status,attendance_pct,weekly_study_hrs,prior_gpa,internet_access,support_services_used,mental_health_support,units_enrolled,units_completed,at_risk_flag,composite_score,final_outcome,final_gpa
STU-02089,2023,2,Information Technology,Part-time,High School (ATAR),Male,International,21,Mid ($70–110k),No Tertiary,None,Not Employed,74.3,11.7,3.19,Yes,Peer Tutoring,No,2,2,No,41.87,Pass,2.98
STU-02090,2023,3,Engineering,Full-time,Transfer / Credit,Female,Domestic,23,Lower-Mid ($40–70k),Bachelor,None,Not Employed,81.1,22.3,1.71,Yes,None,No,4,4,No,57.68,Pass,2.53
STU-02091,2022,4,Education,Part-time,High School (ATAR),Female,Domestic,23,Upper-Mid ($110–160k),TAFE / Certificate,None,Part-time (≤20 hrs),63.8,21.2,3.44,Yes,Multiple Services,Yes,2,2,No,60.05,Pass,2.46
STU-02092,2022,4,Education,Full-time,High School (ATAR),Female,Domestic,24,High (>$160k),TAFE / Certificate,None,Part-time (≤20 hrs),67.4,23.5,2.62,Yes,None,No,4,4,No,54.1,Pass,2.75
STU-02093,2024,2,Health Sciences,Full-time,High School (ATAR),Male,Domestic,21,Low (<$40k),Bachelor,None,Full-time (>20 hrs),71.0,6.7,2.35,Yes,Multiple Services,Yes,4,0,Yes,33.47,Withdrawn,0.0
STU-02094,2023,2,Health Sciences,Full-time,TAFE / Diploma,Male,Domestic,21,Mid ($70–110k),Postgraduate,External,Full-time (>20 hrs),69.7,10.4,2.79,Yes,None,No,4,2,Yes,49.11,Fail,1.32
STU-02095,2024,3,Arts & Humanities,Full-time,Transfer / Credit,Female,Domestic,24,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),89.7,9.4,3.33,Yes,None,No,4,4,No,60.42,Pass,2.12
STU-02096,2023,2,Engineering,Full-time,High School (ATAR),Male,Domestic,25,Lower-Mid ($40–70k),No Tertiary,None,Not Employed,84.5,12.7,2.94,Yes,None,No,4,4,No,61.92,Pass,2.69
STU-02097,2024,4,Engineering,Full-time,High School (ATAR),Male,Domestic,22,Upper-Mid ($110–160k),Postgraduate,External,Part-time (≤20 hrs),77.7,14.1,4.0,Yes,Academic Advisor,No,4,4,No,64.68,Pass,2.02
STU-02098,2024,2,Business,Full-time,TAFE / Diploma,Male,International,22,Mid ($70–110k),Bachelor,Equity / Need-Based,Not Employed,100.0,8.7,2.87,Yes,Peer Tutoring,No,4,4,No,68.95,Pass,2.8
STU-02099,2022,1,Engineering,Full-time,High School (ATAR),Female,International,18,Mid ($70–110k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),64.4,11.6,3.42,Yes,Academic Advisor,No,4,4,No,65.65,Pass,2.07
STU-02100,2022,1,Information Technology,Full-time,High School (ATAR),Male,Domestic,21,Lower-Mid ($40–70k),Bachelor,Merit-Based,Not Employed,49.2,11.4,3.87,Yes,None,No,4,4,Yes,51.01,Pass,2.52
STU-02101,2023,3,Business,Full-time,TAFE / Diploma,Male,International,22,High (>$160k),Postgraduate,None,Part-time (≤20 hrs),68.8,26.4,3.28,Yes,Academic Advisor,No,4,4,No,78.15,Distinction,3.06
STU-02102,2022,3,Education,Full-time,TAFE / Diploma,Female,Domestic,19,Mid ($70–110k),Bachelor,External,Part-time (≤20 hrs),74.0,24.4,3.17,Yes,Peer Tutoring,No,4,4,No,69.34,Pass,2.63
STU-02103,2022,2,Education,Full-time,International Pathway,Male,Domestic,22,Mid ($70–110k),Bachelor,Merit-Based,Not Employed,74.0,20.5,3.06,Yes,Peer Tutoring,No,4,4,No,58.97,Pass,2.57
STU-02104,2022,4,Business,Full-time,High School (ATAR),Female,International,27,Mid ($70–110k),Postgraduate,None,Not Employed,83.4,26.1,2.73,Yes,Academic Advisor,No,4,4,No,70.47,Distinction,3.25
STU-02105,2024,2,Engineering,Part-time,High School (ATAR),Female,Domestic,23,Mid ($70–110k),Bachelor,Merit-Based,Not Employed,68.2,19.8,3.46,Yes,Counselling,Yes,2,2,No,59.78,Pass,2.68
STU-02106,2024,1,Engineering,Full-time,Mature Age Entry,Non-binary / Other,Domestic,20,Lower-Mid ($40–70k),Bachelor,External,Part-time (≤20 hrs),89.5,28.0,2.16,Yes,None,No,4,4,No,65.91,Pass,2.0
STU-02107,2022,1,Engineering,Part-time,High School (ATAR),Female,Domestic,22,Upper-Mid ($110–160k),Postgraduate,None,Part-time (≤20 hrs),68.7,23.0,3.47,Yes,None,No,2,2,No,54.06,Pass,2.98
STU-02108,2024,1,Business,Full-time,Mature Age Entry,Male,Domestic,21,Upper-Mid ($110–160k),No Tertiary,Equity / Need-Based,Part-time (≤20 hrs),78.8,20.4,2.06,Yes,Academic Advisor,No,4,4,No,45.86,Pass,2.36
STU-02109,2023,3,Arts & Humanities,Full-time,Mature Age Entry,Male,Domestic,31,Lower-Mid ($40–70k),No Tertiary,None,Not Employed,51.5,15.9,3.01,Yes,Academic Advisor,No,4,4,Yes,44.22,Pass,2.98
STU-02110,2023,1,Information Technology,Full-time,High School (ATAR),Female,Domestic,18,Low (<$40k),Postgraduate,None,Part-time (≤20 hrs),71.6,13.3,3.14,Yes,Peer Tutoring,No,4,4,No,60.74,Pass,2.89
STU-02111,2023,2,Business,Full-time,TAFE / Diploma,Male,International,22,Low (<$40k),Postgraduate,Equity / Need-Based,Not Employed,74.2,13.2,2.72,No,None,No,4,4,No,54.27,Pass,2.03
STU-02112,2024,1,Engineering,Full-time,TAFE / Diploma,Male,International,20,High (>$160k),Bachelor,None,Part-time (≤20 hrs),69.4,11.6,3.63,Yes,None,No,4,0,No,48.63,Fail,1.6
STU-02113,2024,2,Health Sciences,Full-time,High School (ATAR),Male,Domestic,27,Upper-Mid ($110–160k),Bachelor,None,Full-time (>20 hrs),55.2,19.0,2.62,Yes,None,No,4,2,Yes,36.51,Fail,0.6
STU-02114,2023,1,Health Sciences,Full-time,High School (ATAR),Male,Domestic,22,Mid ($70–110k),Bachelor,None,Not Employed,61.1,10.8,2.87,Yes,None,No,4,4,No,50.99,Pass,2.06
STU-02115,2024,3,Information Technology,Full-time,Mature Age Entry,Female,Domestic,26,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),90.5,10.0,2.99,Yes,None,No,4,4,No,59.96,Pass,2.22
STU-02116,2024,1,Arts & Humanities,Full-time,Transfer / Credit,Male,Domestic,23,Mid ($70–110k),TAFE / Certificate,External,Part-time (≤20 hrs),84.5,19.1,2.36,Yes,None,No,4,4,No,65.22,Pass,2.83
STU-02117,2024,3,Engineering,Full-time,TAFE / Diploma,Female,International,19,High (>$160k),No Tertiary,Equity / Need-Based,Part-time (≤20 hrs),44.4,21.0,2.9,Yes,Academic Advisor,No,4,4,Yes,52.63,Pass,2.79
STU-02118,2024,3,Education,Part-time,High School (ATAR),Female,Domestic,23,Mid ($70–110k),TAFE / Certificate,None,Part-time (≤20 hrs),81.1,13.1,2.47,Yes,Peer Tutoring,No,2,0,No,47.02,Fail,1.61
STU-02119,2023,3,Education,Part-time,International Pathway,Male,Domestic,24,Mid ($70–110k),Postgraduate,External,Part-time (≤20 hrs),52.8,26.4,2.64,Yes,Multiple Services,Yes,2,2,Yes,63.37,Pass,2.43
STU-02120,2023,3,Health Sciences,Full-time,High School (ATAR),Male,Domestic,26,Mid ($70–110k),No Tertiary,Merit-Based,Part-time (≤20 hrs),51.3,20.2,3.64,Yes,None,No,4,4,Yes,59.14,Pass,2.06
STU-02121,2023,3,Arts & Humanities,Full-time,High School (ATAR),Female,Domestic,27,High (>$160k),Bachelor,Merit-Based,Part-time (≤20 hrs),62.3,17.2,3.81,Yes,Peer Tutoring,No,4,4,No,56.8,Pass,2.65
STU-02122,2023,1,Information Technology,Full-time,Mature Age Entry,Female,Domestic,19,High (>$160k),TAFE / Certificate,Equity / Need-Based,Not Employed,72.9,19.1,2.54,Yes,None,No,4,4,No,60.8,Pass,2.78
STU-02123,2022,4,Information Technology,Part-time,High School (ATAR),Female,Domestic,29,Mid ($70–110k),Bachelor,None,Not Employed,55.4,12.0,3.96,Yes,Academic Advisor,No,2,2,Yes,58.39,Pass,2.58
STU-02124,2023,4,Business,Part-time,TAFE / Diploma,Female,International,29,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),75.4,18.1,2.66,Yes,Counselling,Yes,2,2,No,53.79,Pass,2.92
STU-02125,2023,2,Arts & Humanities,Full-time,High School (ATAR),Female,Domestic,20,High (>$160k),No Tertiary,None,Part-time (≤20 hrs),48.8,14.7,3.15,Yes,Academic Advisor,No,4,3,Yes,48.02,Fail,0.75
STU-02126,2022,2,Engineering,Full-time,TAFE / Diploma,Male,Domestic,26,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),80.8,11.9,2.63,Yes,Counselling,Yes,4,4,No,55.93,Pass,2.44
STU-02127,2024,1,Information Technology,Full-time,Mature Age Entry,Male,Domestic,17,Lower-Mid ($40–70k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),100.0,17.9,2.75,Yes,None,No,4,4,No,68.23,Pass,2.61
STU-02128,2023,2,Business,Part-time,High School (ATAR),Male,Domestic,20,Mid ($70–110k),Bachelor,None,Not Employed,83.0,11.9,2.15,Yes,Multiple Services,Yes,2,2,No,69.75,Pass,2.61
STU-02129,2023,2,Engineering,Full-time,High School (ATAR),Female,International,20,Mid ($70–110k),TAFE / Certificate,Equity / Need-Based,Not Employed,100.0,13.2,3.86,Yes,None,No,4,4,No,61.79,Pass,2.71
STU-02130,2022,3,Health Sciences,Full-time,High School (ATAR),Female,International,21,Low (<$40k),Bachelor,None,Full-time (>20 hrs),84.3,9.1,2.49,Yes,Academic Advisor,No,4,4,Yes,53.56,Pass,2.0
STU-02131,2022,3,Business,Full-time,High School (ATAR),Male,Domestic,25,Mid ($70–110k),Postgraduate,None,Not Employed,75.2,17.5,3.89,Yes,Peer Tutoring,No,4,4,No,59.37,Pass,2.93
STU-02132,2023,4,Information Technology,Full-time,Mature Age Entry,Female,Domestic,17,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),56.1,12.0,2.26,Yes,None,No,4,0,Yes,45.79,Fail,0.63
STU-02133,2023,3,Engineering,Full-time,High School (ATAR),Female,Domestic,24,Low (<$40k),TAFE / Certificate,None,Part-time (≤20 hrs),81.3,18.9,2.96,Yes,None,No,4,4,No,57.55,Pass,2.47
STU-02134,2023,2,Arts & Humanities,Part-time,Mature Age Entry,Non-binary / Other,Domestic,22,Lower-Mid ($40–70k),Postgraduate,Merit-Based,Part-time (≤20 hrs),86.9,9.7,3.42,Yes,None,No,2,2,No,64.43,Pass,2.03
STU-02135,2022,2,Business,Part-time,Mature Age Entry,Male,Domestic,26,Low (<$40k),No Tertiary,None,Full-time (>20 hrs),73.7,5.6,3.35,Yes,None,No,2,1,Yes,35.39,Fail,1.41
STU-02136,2024,1,Health Sciences,Part-time,High School (ATAR),Male,International,23,Low (<$40k),Postgraduate,None,Not Employed,76.2,11.3,4.0,No,None,No,2,1,No,49.51,Fail,0.86
STU-02137,2024,4,Engineering,Full-time,TAFE / Diploma,Female,Domestic,24,High (>$160k),Bachelor,None,Not Employed,85.8,15.3,2.49,Yes,None,No,4,4,No,60.65,Pass,2.86
STU-02138,2024,4,Business,Part-time,Transfer / Credit,Male,Domestic,22,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),89.0,18.7,2.46,Yes,None,No,2,2,No,55.68,Pass,2.78
STU-02139,2022,3,Information Technology,Full-time,TAFE / Diploma,Female,Domestic,24,High (>$160k),TAFE / Certificate,None,Not Employed,75.3,9.9,3.22,Yes,None,No,4,4,No,56.43,Pass,2.04
STU-02140,2024,4,Health Sciences,Part-time,Transfer / Credit,Male,Domestic,25,Mid ($70–110k),Postgraduate,None,Part-time (≤20 hrs),67.2,11.5,3.05,Yes,Academic Advisor,No,2,0,No,43.72,Fail,0.57
STU-02141,2023,4,Arts & Humanities,Full-time,High School (ATAR),Male,Domestic,26,Upper-Mid ($110–160k),Postgraduate,None,Not Employed,80.1,24.6,2.41,Yes,None,No,4,4,No,64.81,Pass,2.93
STU-02142,2023,2,Information Technology,Full-time,High School (ATAR),Female,Domestic,23,Low (<$40k),Bachelor,External,Not Employed,60.9,27.3,2.63,No,None,No,4,4,No,66.33,Pass,2.13
STU-02143,2022,3,Education,Full-time,International Pathway,Female,Domestic,23,Low (<$40k),Bachelor,None,Not Employed,67.8,20.0,3.59,Yes,Multiple Services,Yes,4,4,No,60.41,Pass,2.65
STU-02144,2022,2,Information Technology,Part-time,Transfer / Credit,Female,Domestic,23,Lower-Mid ($40–70k),No Tertiary,None,Part-time (≤20 hrs),45.7,7.4,3.51,Yes,None,No,2,0,Yes,36.41,Fail,1.72
STU-02145,2023,1,Arts & Humanities,Full-time,High School (ATAR),Non-binary / Other,International,21,Mid ($70–110k),No Tertiary,Merit-Based,Part-time (≤20 hrs),44.3,17.6,2.61,Yes,None,No,4,2,Yes,46.44,Fail,1.89
STU-02146,2022,4,Education,Part-time,Mature Age Entry,Female,International,20,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),62.8,6.6,3.84,Yes,Academic Advisor,No,2,1,Yes,44.06,Fail,1.27
STU-02147,2024,1,Information Technology,Full-time,TAFE / Diploma,Female,Domestic,22,Upper-Mid ($110–160k),Postgraduate,External,Full-time (>20 hrs),52.4,16.7,3.94,Yes,None,No,4,4,Yes,42.87,Pass,2.46
STU-02148,2022,1,Engineering,Part-time,High School (ATAR),Male,Domestic,21,Low (<$40k),No Tertiary,Equity / Need-Based,Not Employed,71.7,17.8,2.55,No,Peer Tutoring,No,2,2,No,49.91,Pass,2.1
STU-02149,2023,2,Engineering,Full-time,TAFE / Diploma,Female,Domestic,23,Low (<$40k),Postgraduate,Merit-Based,Full-time (>20 hrs),67.6,16.2,2.51,No,Multiple Services,Yes,4,3,Yes,44.07,Fail,0.5
STU-02150,2023,1,Education,Part-time,Mature Age Entry,Male,International,25,Mid ($70–110k),Bachelor,None,Not Employed,58.6,14.8,3.5,Yes,Multiple Services,Yes,2,2,Yes,54.26,Pass,2.66
STU-02151,2023,2,Education,Part-time,High School (ATAR),Female,International,26,Lower-Mid ($40–70k),No Tertiary,External,Not Employed,66.2,13.3,3.6,Yes,None,No,2,2,No,61.68,Pass,2.26
STU-02152,2023,1,Education,Part-time,TAFE / Diploma,Male,International,17,Low (<$40k),No Tertiary,None,Part-time (≤20 hrs),63.4,19.3,3.3,Yes,None,No,2,1,No,39.85,Fail,1.8
STU-02153,2022,2,Business,Full-time,Mature Age Entry,Male,Domestic,17,Lower-Mid ($40–70k),TAFE / Certificate,None,Full-time (>20 hrs),59.8,19.3,3.66,Yes,Peer Tutoring,No,4,4,Yes,56.26,Pass,2.9
STU-02154,2023,3,Engineering,Full-time,TAFE / Diploma,Female,International,25,Lower-Mid ($40–70k),No Tertiary,None,Not Employed,77.0,23.3,2.37,Yes,Academic Advisor,No,4,4,No,58.66,Pass,2.8
STU-02155,2024,3,Arts & Humanities,Full-time,Transfer / Credit,Female,Domestic,26,Low (<$40k),Bachelor,None,Not Employed,69.0,24.8,2.36,Yes,None,No,4,4,No,54.85,Pass,2.06
STU-02156,2022,1,Engineering,Part-time,TAFE / Diploma,Female,Domestic,21,Mid ($70–110k),TAFE / Certificate,Equity / Need-Based,Not Employed,87.2,19.8,3.39,Yes,Academic Advisor,No,2,2,No,59.79,Pass,2.41
STU-02157,2022,2,Engineering,Full-time,High School (ATAR),Male,Domestic,21,Lower-Mid ($40–70k),No Tertiary,Merit-Based,Full-time (>20 hrs),79.9,13.8,3.06,Yes,Multiple Services,Yes,4,4,Yes,51.37,Pass,2.34
STU-02158,2024,4,Information Technology,Full-time,Mature Age Entry,Female,Domestic,29,Mid ($70–110k),No Tertiary,Equity / Need-Based,Not Employed,67.9,8.1,2.72,Yes,Counselling,Yes,4,4,No,53.3,Pass,2.3
STU-02159,2023,1,Education,Full-time,TAFE / Diploma,Male,Domestic,24,Mid ($70–110k),TAFE / Certificate,Equity / Need-Based,Part-time (≤20 hrs),68.0,20.2,2.5,Yes,Academic Advisor,No,4,4,No,64.57,Pass,2.53
STU-02160,2022,3,Health Sciences,Part-time,Transfer / Credit,Female,Domestic,23,Upper-Mid ($110–160k),TAFE / Certificate,None,Not Employed,49.0,14.7,2.41,Yes,Peer Tutoring,No,2,2,Yes,56.27,Pass,2.73
STU-02161,2023,1,Arts & Humanities,Part-time,Mature Age Entry,Male,International,20,Lower-Mid ($40–70k),No Tertiary,None,Part-time (≤20 hrs),51.7,20.4,3.0,Yes,Academic Advisor,No,2,1,Yes,47.1,Fail,0.73
STU-02162,2023,4,Education,Full-time,High School (ATAR),Male,Domestic,23,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),63.6,16.4,2.3,Yes,None,No,4,4,No,54.21,Pass,2.52
STU-02163,2023,2,Arts & Humanities,Full-time,High School (ATAR),Female,Domestic,22,High (>$160k),No Tertiary,Equity / Need-Based,Full-time (>20 hrs),60.6,1.8,2.89,Yes,Academic Advisor,No,4,0,Yes,39.26,Fail,0.95
STU-02164,2024,1,Engineering,Part-time,TAFE / Diploma,Male,International,21,High (>$160k),Postgraduate,None,Part-time (≤20 hrs),61.0,10.0,4.0,Yes,Academic Advisor,No,2,2,No,66.55,Pass,2.84
STU-02165,2022,2,Business,Part-time,High School (ATAR),Female,International,27,Upper-Mid ($110–160k),Bachelor,None,Not Employed,77.6,11.5,3.24,Yes,None,No,2,2,No,55.23,Pass,2.78
STU-02166,2022,3,Arts & Humanities,Full-time,International Pathway,Male,Domestic,22,Lower-Mid ($40–70k),Bachelor,Equity / Need-Based,Not Employed,66.0,23.2,3.14,Yes,Peer Tutoring,No,4,4,No,66.92,Pass,2.61
STU-02167,2022,2,Education,Part-time,High School (ATAR),Female,International,26,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),72.1,9.8,2.71,Yes,Peer Tutoring,No,2,0,No,38.7,Fail,1.71
STU-02168,2022,1,Arts & Humanities,Part-time,High School (ATAR),Female,Domestic,22,Upper-Mid ($110–160k),Postgraduate,External,Part-time (≤20 hrs),70.3,17.5,3.53,Yes,Peer Tutoring,No,2,2,No,62.77,Pass,2.35
STU-02169,2022,2,Information Technology,Full-time,TAFE / Diploma,Male,Domestic,22,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),79.1,14.7,3.38,Yes,Peer Tutoring,No,4,4,No,61.56,Pass,2.35
STU-02170,2024,3,Information Technology,Full-time,High School (ATAR),Female,Domestic,21,Lower-Mid ($40–70k),Bachelor,External,Full-time (>20 hrs),61.1,11.4,2.5,Yes,Peer Tutoring,No,4,0,Yes,44.68,Fail,0.82
STU-02171,2023,2,Health Sciences,Full-time,Mature Age Entry,Female,Domestic,20,Upper-Mid ($110–160k),Bachelor,Merit-Based,Part-time (≤20 hrs),88.8,19.2,3.69,Yes,None,No,4,4,No,68.19,Pass,2.61
STU-02172,2022,2,Information Technology,Full-time,High School (ATAR),Male,International,21,High (>$160k),Postgraduate,External,Full-time (>20 hrs),77.5,11.3,3.33,Yes,Counselling,Yes,4,4,Yes,59.51,Pass,2.27
STU-02173,2022,2,Engineering,Full-time,High School (ATAR),Female,Domestic,27,Lower-Mid ($40–70k),Postgraduate,None,Part-time (≤20 hrs),54.0,14.4,3.51,Yes,None,No,4,2,Yes,47.95,Fail,1.13
STU-02174,2022,2,Engineering,Part-time,Transfer / Credit,Female,Domestic,24,Mid ($70–110k),Bachelor,External,Full-time (>20 hrs),52.3,7.9,3.17,Yes,None,No,2,1,Yes,48.05,Fail,1.4
STU-02175,2023,2,Arts & Humanities,Full-time,TAFE / Diploma,Female,Domestic,23,Lower-Mid ($40–70k),TAFE / Certificate,Merit-Based,Not Employed,72.8,5.1,3.32,Yes,Counselling,Yes,4,4,Yes,53.02,Pass,2.64
STU-02176,2024,4,Business,Part-time,Mature Age Entry,Male,International,28,Mid ($70–110k),TAFE / Certificate,None,Full-time (>20 hrs),52.8,11.1,1.88,Yes,None,No,2,0,Yes,26.07,Withdrawn,0.0
STU-02177,2022,1,Health Sciences,Part-time,High School (ATAR),Male,Domestic,25,Mid ($70–110k),Bachelor,None,Not Employed,78.3,9.6,3.38,Yes,None,No,2,2,No,44.56,Pass,2.61
STU-02178,2024,4,Information Technology,Full-time,TAFE / Diploma,Female,Domestic,21,Lower-Mid ($40–70k),Bachelor,Merit-Based,Full-time (>20 hrs),69.8,20.1,3.46,Yes,Peer Tutoring,No,4,4,Yes,59.7,Pass,2.43
STU-02179,2024,3,Business,Full-time,High School (ATAR),Female,Domestic,27,Upper-Mid ($110–160k),Bachelor,Merit-Based,Not Employed,67.9,24.4,3.81,Yes,None,No,4,4,No,64.84,Pass,2.79
STU-02180,2024,2,Arts & Humanities,Full-time,TAFE / Diploma,Female,Domestic,22,Mid ($70–110k),Postgraduate,Merit-Based,Not Employed,77.2,19.2,4.0,Yes,Counselling,Yes,4,4,No,61.56,Pass,2.95
STU-02181,2024,1,Education,Full-time,High School (ATAR),Male,Domestic,25,Upper-Mid ($110–160k),TAFE / Certificate,Merit-Based,Part-time (≤20 hrs),77.5,19.9,3.57,Yes,Academic Advisor,No,4,4,No,71.08,Pass,2.29
STU-02182,2022,1,Information Technology,Part-time,TAFE / Diploma,Male,International,21,Mid ($70–110k),No Tertiary,Merit-Based,Part-time (≤20 hrs),60.5,21.6,4.0,Yes,Academic Advisor,No,2,2,No,52.39,Pass,2.01
STU-02183,2022,3,Engineering,Part-time,International Pathway,Male,Domestic,22,Mid ($70–110k),Postgraduate,None,Part-time (≤20 hrs),86.3,19.3,4.0,Yes,None,No,2,2,No,68.72,Distinction,3.55
STU-02184,2024,1,Information Technology,Part-time,High School (ATAR),Female,Domestic,21,Low (<$40k),Bachelor,None,Full-time (>20 hrs),82.1,13.8,3.7,Yes,Academic Advisor,No,2,2,No,60.69,Pass,2.7
STU-02185,2023,3,Health Sciences,Full-time,Mature Age Entry,Male,Domestic,26,Upper-Mid ($110–160k),Bachelor,None,Full-time (>20 hrs),69.3,16.2,2.65,Yes,Counselling,Yes,4,4,Yes,41.13,Pass,2.98
STU-02186,2022,1,Business,Full-time,High School (ATAR),Male,Domestic,22,Mid ($70–110k),No Tertiary,Merit-Based,Part-time (≤20 hrs),57.0,26.6,4.0,Yes,None,No,4,4,Yes,55.18,Pass,2.51
STU-02187,2024,4,Business,Full-time,TAFE / Diploma,Female,International,25,Lower-Mid ($40–70k),TAFE / Certificate,None,Not Employed,86.2,12.2,3.23,Yes,None,No,4,4,No,56.48,Pass,2.95
STU-02188,2024,2,Education,Part-time,High School (ATAR),Female,Domestic,25,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),72.0,17.4,3.67,Yes,Counselling,Yes,2,2,No,55.64,Pass,2.74
STU-02189,2024,3,Arts & Humanities,Full-time,High School (ATAR),Male,Domestic,24,Mid ($70–110k),Postgraduate,None,Not Employed,71.1,20.6,2.49,Yes,Counselling,Yes,4,4,No,59.38,Pass,2.25
STU-02190,2023,1,Education,Full-time,High School (ATAR),Female,International,21,Low (<$40k),No Tertiary,None,Not Employed,92.9,17.6,2.92,No,Peer Tutoring,No,4,4,No,60.9,Pass,2.77
STU-02191,2023,4,Education,Part-time,Transfer / Credit,Female,Domestic,23,Upper-Mid ($110–160k),TAFE / Certificate,None,Part-time (≤20 hrs),74.5,16.5,3.07,Yes,Academic Advisor,No,2,2,No,65.81,Pass,2.28
STU-02192,2023,4,Health Sciences,Full-time,TAFE / Diploma,Female,Domestic,25,Mid ($70–110k),Bachelor,External,Part-time (≤20 hrs),93.5,15.5,1.53,Yes,Counselling,Yes,4,4,No,60.25,Pass,2.62
STU-02193,2023,2,Engineering,Full-time,International Pathway,Male,Domestic,20,High (>$160k),Bachelor,External,Not Employed,72.7,14.6,3.06,Yes,Counselling,Yes,4,4,No,65.87,Pass,2.09
STU-02194,2022,1,Information Technology,Part-time,High School (ATAR),Male,International,23,Low (<$40k),Bachelor,None,Part-time (≤20 hrs),54.6,19.0,3.38,Yes,Peer Tutoring,No,2,1,Yes,51.58,Fail,1.86
STU-02195,2022,4,Arts & Humanities,Full-time,TAFE / Diploma,Female,Domestic,23,Low (<$40k),No Tertiary,Equity / Need-Based,Not Employed,80.6,17.8,2.62,Yes,Academic Advisor,No,4,4,No,56.44,Pass,2.05
STU-02196,2023,1,Business,Full-time,TAFE / Diploma,Female,International,20,Lower-Mid ($40–70k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),69.4,11.4,2.78,Yes,Multiple Services,Yes,4,4,No,52.2,Pass,2.72
STU-02197,2024,1,Business,Full-time,Transfer / Credit,Male,Domestic,20,Mid ($70–110k),TAFE / Certificate,None,Part-time (≤20 hrs),62.6,11.5,3.74,Yes,None,No,4,3,No,44.59,Fail,0.72
STU-02198,2023,2,Health Sciences,Full-time,Mature Age Entry,Male,International,22,Low (<$40k),TAFE / Certificate,None,Not Employed,88.4,12.2,2.78,Yes,None,No,4,4,No,59.9,Pass,2.44
STU-02199,2024,1,Business,Full-time,TAFE / Diploma,Male,Domestic,21,Upper-Mid ($110–160k),TAFE / Certificate,Equity / Need-Based,Not Employed,65.4,4.6,2.42,Yes,None,No,4,0,Yes,51.94,Fail,0.75
STU-02200,2023,3,Engineering,Full-time,International Pathway,Non-binary / Other,Domestic,24,Mid ($70–110k),No Tertiary,None,Part-time (≤20 hrs),48.2,18.3,2.92,Yes,Academic Advisor,No,4,4,Yes,59.06,Pass,2.89
STU-02201,2024,2,Engineering,Part-time,High School (ATAR),Male,Domestic,20,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),73.6,20.2,3.49,Yes,Academic Advisor,No,2,2,No,54.08,Pass,2.48
STU-02202,2023,2,Engineering,Full-time,International Pathway,Male,Domestic,27,Upper-Mid ($110–160k),Bachelor,None,Not Employed,49.9,22.8,1.87,Yes,None,No,4,1,Yes,49.9,Fail,0.53
STU-02203,2023,2,Education,Full-time,Mature Age Entry,Male,Domestic,18,Lower-Mid ($40–70k),Postgraduate,Merit-Based,Full-time (>20 hrs),79.9,15.9,4.0,Yes,Peer Tutoring,No,4,4,Yes,62.29,Pass,2.44
STU-02204,2024,4,Engineering,Full-time,TAFE / Diploma,Female,Domestic,24,Mid ($70–110k),Bachelor,None,Not Employed,66.4,9.1,2.72,Yes,None,No,4,4,No,54.02,Pass,2.32
STU-02205,2023,1,Engineering,Full-time,Transfer / Credit,Female,Domestic,23,Upper-Mid ($110–160k),TAFE / Certificate,None,Part-time (≤20 hrs),96.3,13.2,2.86,Yes,Academic Advisor,No,4,4,No,58.41,Pass,2.49
STU-02206,2023,4,Information Technology,Full-time,High School (ATAR),Female,Domestic,23,Upper-Mid ($110–160k),Postgraduate,Merit-Based,Not Employed,71.6,23.2,2.81,Yes,Peer Tutoring,No,4,4,No,77.25,Pass,2.37
STU-02207,2024,2,Information Technology,Part-time,High School (ATAR),Male,Domestic,21,Mid ($70–110k),Postgraduate,None,Not Employed,66.7,11.6,2.41,Yes,Academic Advisor,No,2,2,No,50.05,Pass,2.82
STU-02208,2024,1,Education,Part-time,High School (ATAR),Female,Domestic,19,Mid ($70–110k),TAFE / Certificate,None,Not Employed,56.9,9.8,2.18,Yes,Multiple Services,Yes,2,0,Yes,49.66,Fail,1.73
STU-02209,2023,2,Arts & Humanities,Full-time,High School (ATAR),Male,International,21,Low (<$40k),No Tertiary,Merit-Based,Full-time (>20 hrs),62.7,11.6,4.0,Yes,None,No,4,4,Yes,41.53,Pass,2.87
